empreendimento;ano;mes;ano_mes;produto;id_produto;safra;uf;municipio;cod_ibge;unidade_comercializacao;vlr_custo_variavel_ha;vlr_custo_variavel_unidade;vlr_custo_fixo_ha;vlr_custo_fixo_unidade;vlr_renda_fator_ha;vlr_renda_fator_unidade
AGRICULTURA FAMILIAR                    ;2020;3;202003;SOJA                                    ;4744;TODAS                                   ;PR;GUARAPUAVA-PR                                     ;4109401;60 kg   ;2610.06;44.74;970.06;16.63;514.27;8.82
AGRICULTURA FAMILIAR                    ;2020;3;202003;SOJA                                    ;4744;TODAS                                   ;RS;IJUÃ-RS                                           ;4310207;60 kg   ;1603.6;31.04;323.18;6.26;682.57;13.21
AGRICULTURA FAMILIAR                    ;2020;3;202003;TANGERINA                               ;5983;TODAS                                   ;RS;MONTENEGRO-RS                                     ;4312401;24 kg   ;10250.92;12.3;2740.66;3.29;1450.09;1.74
AGRICULTURA FAMILIAR                    ;2020;3;202003;TOMATE                                  ;4667;TODAS                                   ;RJ;SÃƒO JOSÃ‰ DE UBÃ-RJ                                ;3305133;20 kg   ;76046.62;21.72;441.25;0.13;786.34;0.22
AGRICULTURA FAMILIAR                    ;2020;3;202003;TRIGO                                   ;11191;TODAS                                   ;PR;CAPANEMA-PR                                       ;4104501;60 kg   ;1938.71;43.08;961.33;21.36;784.07;17.42
AGRICULTURA FAMILIAR                    ;2020;3;202003;TRIGO                                   ;11153;TODAS                                   ;PR;GUARAPUAVA-PR                                     ;4109401;60 kg   ;2347.65;39.13;743.3;12.39;475.01;7.92
AGRICULTURA FAMILIAR                    ;2020;3;202003;TRIGO                                   ;11153;TODAS                                   ;RS;AJURICABA-RS                                      ;4300208;60 kg   ;1687.07;30.68;365.64;6.65;685.14;12.46
AGRICULTURA FAMILIAR                    ;2020;3;202003;UVA                                     ;11144;TODAS                                   ;RS;FLORES DA CUNHA-RS                                ;4308201;kg      ;22102.03;1.11;3819.38;0.19;1040.43;0.05
AGRICULTURA FAMILIAR                    ;2021;3;202103;ABACAXI                                 ;6320;TODAS                                   ;PA;CONCEIÃ‡ÃƒO DO ARAGUAIA-PA                          ;1502707;1000 kg ;14121.71;513.52;354.73;12.9;50.7;1.84
AGRICULTURA FAMILIAR                    ;2021;3;202103;ABACAXI                                 ;6320;TODAS                                   ;PB;SANTA RITA-PB                                     ;2513703;t       ;31106.47;706.97;807.62;18.35;119.71;2.72
AGRICULTURA FAMILIAR                    ;2021;3;202103;AMENDOA DE CACAU                        ;9930;TODAS                                   ;BA;ILHÃ‰US-BA                                         ;2913606;15 kg   ;10979.63;137.24;754.63;9.43;60.31;0.75
AGRICULTURA FAMILIAR                    ;2021;3;202103;AMENDOA DE CACAU                        ;9930;TODAS                                   ;BA;MUTUÃPE-BA                                        ;2922409;15 kg   ;5506.11;157.31;691.64;19.76;214.45;6.13
AGRICULTURA FAMILIAR                    ;2021;3;202103;AMENDOA DE CACAU                        ;9930;TODAS                                   ;PA;MEDICILÃ‚NDIA-PA                                   ;1504455;kg      ;9058.98;9.06;1595.6;1.6;114.09;0.11
AGRICULTURA FAMILIAR                    ;2021;3;202103;ARROZ                                   ;4685;TODAS                                   ;AL;PENEDO-AL                                         ;2706703;50 kg   ;4337.05;28.92;187.56;1.25;422.5;2.82
AGRICULTURA FAMILIAR                    ;2021;3;202103;ARROZ                                   ;11159;TODAS                                   ;RS;CACHOEIRA DO SUL-RS                               ;4303004;50 kg   ;6477.7;44.36;3471.69;23.78;153.95;1.05
AGRICULTURA FAMILIAR                    ;2021;3;202103;ARROZ                                   ;11899;TODAS                                   ;RS;ELDORADO DO SUL-RS                                ;4306767;50 kg   ;3837.71;47.97;438.7;5.48;190.74;2.38
AGRICULTURA FAMILIAR                    ;2021;3;202103;ARROZ                                   ;11159;TODAS                                   ;RS;RESTINGA SECA-RS                                  ;4315503;50 kg   ;4420.72;31.57;1696.37;12.12;165.03;1.18
AGRICULTURA FAMILIAR                    ;2021;3;202103;ARROZ                                   ;4685;TODAS                                   ;SC;MASSARANDUBA-SC                                   ;4210605;50 kg   ;4607.62;30.72;3390.97;22.61;253.22;1.69
AGRICULTURA FAMILIAR                    ;2021;3;202103;ARROZ                                   ;4685;TODAS                                   ;SC;MELEIRO-SC                                        ;4210803;50 kg   ;6708.59;45.33;2157.93;14.58;503.6;3.4
AGRICULTURA FAMILIAR                    ;2021;3;202103;BANANA                                  ;4629;TODAS                                   ;BA;BOM JESUS DA LAPA-BA                              ;2903904;20 kg   ;21614.27;16.62;60.18;0.05;126.75;0.1
AGRICULTURA FAMILIAR                    ;2021;3;202103;BANANA                                  ;4629;TODAS                                   ;MG;BRAZÃ“POLIS-MG                                     ;3108909;kg      ;8697.62;0.96;793.84;0.09;63.79;0.01
AGRICULTURA FAMILIAR                    ;2021;3;202103;BANANA                                  ;4627;TODAS                                   ;SC;CORUPÃ-SC                                         ;4204509;kg      ;14946.08;0.5;3371.7;0.11;372.31;0.01
AGRICULTURA FAMILIAR                    ;2021;3;202103;BATATA                                  ;5520;TODAS                                   ;MG;BUENO BRANDÃƒO-MG                                  ;3109105;50 kg   ;29285.53;45.76;1091.53;1.71;223.31;0.35
AGRICULTURA FAMILIAR                    ;2021;3;202103;BATATA                                  ;11171;TODAS                                   ;RS;SANTA MARIA DO HERVAL-RS                          ;4316956;50 kg   ;21174.31;42.35;2194.98;4.39;340.77;0.68
AGRICULTURA FAMILIAR                    ;2021;3;202103;BATATA-DOCE                             ;11170;TODAS                                   ;RS;MARIANA PIMENTEL-RS                               ;4311981;22 kg   ;4221.87;6.63;491.21;0.77;120.52;0.19
AGRICULTURA FAMILIAR                    ;2021;3;202103;BATATA-DOCE                             ;9787;TODAS                                   ;SP;ANHUMAS-SP                                        ;3502408;30 kg   ;7177.25;19.57;1773.99;4.84;115.39;0.31
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7498;TODAS                                   ;BA;BARRA DO CHOÃ‡A-BA                                 ;2902906;60 kg   ;15719.55;392.98;1194.49;29.86;134.33;3.36
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7090;TODAS                                   ;BA;ITABELA-BA                                        ;2914653;60 kg   ;15615.46;215.38;1702.84;23.49;130.28;1.8
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7090;TODAS                                   ;ES;CASTELO-ES                                        ;3201407;60 kg   ;20174.24;336.24;1563.88;26.06;273.31;4.56
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7090;TODAS                                   ;ES;PINHEIROS-ES                                      ;3204104;60 kg   ;19409.25;310.55;3665.24;58.64;492.46;7.88
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7090;TODAS                                   ;ES;RIO BANANAL-ES                                    ;3204351;60 kg   ;23213.22;309.51;3283.57;43.78;370.49;4.94
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7498;TODAS                                   ;ES;VENDA NOVA DO IMIGRANTE-ES                        ;3205069;60 kg   ;12616.23;360.47;8623.92;246.4;682.18;19.49
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7498;TODAS                                   ;MG;GUAXUPÃ‰-MG                                        ;3128709;60 kg   ;11741.82;391.39;1504.52;50.15;239.34;7.98
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7498;TODAS                                   ;MG;MANHUAÃ‡U-MG                                       ;3139409;60 kg   ;11331.54;435.83;2934.0;112.85;108.49;4.17
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7498;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;14369.48;422.63;1882.93;55.38;578.21;17.01
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7090;TODAS                                   ;RO;MACHADINHO D'OESTE-RO                             ;1100130;60 kg   ;18130.18;148.61;2306.49;18.91;100.58;0.82
AGRICULTURA FAMILIAR                    ;2021;3;202103;CAFE                                    ;7090;TODAS                                   ;RO;NOVA BRASILÃ‚NDIA D'OESTE-RO                       ;1100148;60 kg   ;18900.39;181.47;4332.92;41.6;212.89;2.04
AGRICULTURA FAMILIAR                    ;2021;3;202103;CARA                                    ;6428;TODAS                                   ;PE;BONITO-PE                                         ;2602308;15 kg   ;43222.48;17.64;8642.33;3.53;178.29;0.07
AGRICULTURA FAMILIAR                    ;2021;3;202103;CASTANHA DE CAJU                        ;4175;TODAS                                   ;CE;PACAJUS-CE                                        ;2309607;kg      ;1545.91;3.44;485.98;1.08;13.52;0.03
AGRICULTURA FAMILIAR                    ;2021;3;202103;CASTANHA DE CAJU                        ;4175;TODAS                                   ;PI;FRANCISCO SANTOS-PI                               ;2204204;kg      ;4804.0;5.34;605.04;0.67;17.47;0.02
AGRICULTURA FAMILIAR                    ;2021;3;202103;CASTANHA DE CAJU                        ;4175;TODAS                                   ;RN;SERRA DO MEL-RN                                   ;2413359;kg      ;2374.39;3.95;335.53;0.56;31.95;0.05
AGRICULTURA FAMILIAR                    ;2021;3;202103;CEBOLA                                  ;5368;TODAS                                   ;SC;ALFREDO WAGNER-SC                                 ;4200705;kg      ;21369.67;0.86;1580.68;0.06;394.54;0.02
AGRICULTURA FAMILIAR                    ;2021;3;202103;INHAME                                  ;5528;TODAS                                   ;ES;DOMINGOS MARTINS-ES                               ;3201902;kg      ;30227.04;1.37;2448.77;0.11;409.92;0.02
AGRICULTURA FAMILIAR                    ;2021;3;202103;INHAME                                  ;5528;TODAS                                   ;MG;INHAPIM-MG                                        ;3130903;20 kg   ;33818.34;33.82;2076.78;2.08;167.59;0.17
AGRICULTURA FAMILIAR                    ;2021;3;202103;INHAME                                  ;5528;TODAS                                   ;MG;RIO MANSO-MG                                      ;3155306;20 kg   ;37087.11;29.67;1900.31;1.52;72.14;0.06
AGRICULTURA FAMILIAR                    ;2021;3;202103;INHAME                                  ;6525;TODAS                                   ;PE;BONITO-PE                                         ;2602308;15 kg   ;58658.99;44.0;10428.73;7.82;178.29;0.13
AGRICULTURA FAMILIAR                    ;2021;3;202103;LARANJA                                 ;4640;TODAS                                   ;BA;RIO REAL-BA                                       ;2927002;t       ;9346.62;467.33;2482.37;124.12;183.8;9.19
AGRICULTURA FAMILIAR                    ;2021;3;202103;LARANJA                                 ;5998;TODAS                                   ;RS;LIBERATO SALZANO-RS                               ;4311601;kg      ;8061.44;0.33;1405.29;0.06;318.91;0.01
AGRICULTURA FAMILIAR                    ;2021;3;202103;MACA                                    ;6962;TODAS                                   ;SC;SÃƒO JOAQUIM-SC                                    ;4216503;kg      ;31884.81;0.75;5725.52;0.13;442.81;0.01
